Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2016;438
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2015;336
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2014;249
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2013;230
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2012;304
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2011;225
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2010;244
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2009;239
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2008;349
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2007;779
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2021;13.427
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2020;9.238
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2019;11.081
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2018;10.967
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2017;10.323
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2016;8.613
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2015;7.331
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2014;6.855
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2013;7.289
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2012;7.091
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2011;6.886
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2010;7.378
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2009;6.321
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2008;9.037
Total Nacional;09 Cataluña;43 Tarragona;Viviendas: Total;2007;18.269
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2021;1.920
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2020;1.023
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2019;1.142
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2018;1.453
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2017;1.676
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2016;1.078
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2015;1.188
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2014;2.324
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2013;3.235
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2012;3.386
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2011;3.587
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2010;3.825
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2009;2.846
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2008;3.513
Total Nacional;09 Cataluña;43 Tarragona;Vivienda nueva;2007;6.730
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2021;11.507
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2020;8.215
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2019;9.939
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2018;9.514
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2017;8.647
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2016;7.535
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2015;6.143
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2014;4.531
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2013;4.054
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2012;3.705
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2011;3.299
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2010;3.553
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2009;3.475
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2008;5.524
Total Nacional;09 Cataluña;43 Tarragona;Vivienda usada;2007;11.539
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2021;13.100
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2020;8.980
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2019;10.746
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2018;10.666
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2017;9.957
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2016;8.373
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2015;7.089
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2014;6.613
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2013;7.044
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2012;6.764
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2011;6.309
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2010;7.201
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2009;6.181
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2008;8.947
Total Nacional;09 Cataluña;43 Tarragona;Vivienda libre;2007;18.092
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2021;327
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2020;258
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2019;335
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2018;301
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2017;366
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2016;240
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2015;242
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2014;242
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2013;245
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2012;327
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2011;577
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2010;177
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2009;140
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2008;90
Total Nacional;09 Cataluña;43 Tarragona;Vivienda protegida;2007;177
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2021;80.119
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2020;59.364
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2019;75.431
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2018;78.775
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2017;68.685
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2016;58.008
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2015;51.454
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2014;46.511
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2013;45.546
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2012;46.252
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2011;46.958
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2010;57.220
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2009;53.187
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2008;73.153
Total Nacional;10 Comunitat Valenciana;;Viviendas: Total;2007;110.717
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2021;12.308
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2020;8.769
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2019;10.896
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2018;10.329
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2017;10.041
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2016;9.042
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2015;9.561
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2014;17.228
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2013;21.326
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2012;23.562
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2011;21.477
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2010;27.489
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2009;26.866
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2008;35.887
Total Nacional;10 Comunitat Valenciana;;Vivienda nueva;2007;43.229
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2021;67.811
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2020;50.595
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2019;64.535
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2018;68.446
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2017;58.644
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2016;48.966
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2015;41.893
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2014;29.283
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2013;24.220
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2012;22.690
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2011;25.481
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2010;29.731
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2009;26.321
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2008;37.266
Total Nacional;10 Comunitat Valenciana;;Vivienda usada;2007;67.488
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2021;72.910
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2020;53.570
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2019;67.620
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2018;70.174
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2017;61.255
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2016;52.186
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2015;46.512
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2014;42.152
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2013;41.673
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2012;42.000
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2011;42.426
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2010;51.804
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2009;48.527
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2008;67.375
Total Nacional;10 Comunitat Valenciana;;Vivienda libre;2007;99.758
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2021;7.209
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2020;5.794
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2019;7.811
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2018;8.601
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2017;7.430
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2016;5.822
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2015;4.942
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2014;4.359
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2013;3.873
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2012;4.252
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2011;4.532
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2010;5.416
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2009;4.660
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2008;5.778
Total Nacional;10 Comunitat Valenciana;;Vivienda protegida;2007;10.959
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2021;35.953
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2020;28.696
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2019;37.140
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2018;39.399
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2017;34.717
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2016;29.689
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2015;26.858
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2014;24.390
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2013;23.985
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2012;21.806
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2011;21.757
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2010;24.733
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2009;23.672
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2008;32.111
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Viviendas: Total;2007;52.320
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2021;5.740
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2020;4.761
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2019;6.126
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2018;5.938
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2017;5.828
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2016;4.931
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2015;5.459
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2014;9.996
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2013;12.604
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2012;11.323
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2011;10.441
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2010;11.906
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2009;11.802
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2008;16.325
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda nueva;2007;22.227
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2021;30.213
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2020;23.935
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2019;31.014
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2018;33.461
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2017;28.889
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2016;24.758
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2015;21.399
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2014;14.394
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2013;11.381
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2012;10.483
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2011;11.316
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2010;12.827
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2009;11.870
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2008;15.786
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda usada;2007;30.093
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2021;33.601
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2020;26.805
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2019;34.510
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2018;36.631
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2017;32.315
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2016;27.740
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2015;25.172
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2014;22.791
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2013;22.474
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2012;20.223
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2011;20.052
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2010;23.158
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2009;22.089
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2008;30.187
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda libre;2007;48.014
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2021;2.352
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2020;1.891
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2019;2.630
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2018;2.768
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2017;2.402
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2016;1.949
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2015;1.686
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2014;1.599
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2013;1.511
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2012;1.583
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2011;1.705
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2010;1.575
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2009;1.583
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2008;1.924
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;Vivienda protegida;2007;4.306
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2021;10.142
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2020;6.795
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2019;8.766
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2018;8.761
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2017;7.249
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2016;6.226
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2015;5.652
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2014;5.677
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2013;5.891
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2012;6.588
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2011;6.445
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2010;7.560
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2009;8.500
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2008;10.726
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Viviendas: Total;2007;12.824
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2021;1.528
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2020;893
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2019;1.172
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2018;1.179
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2017;782
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2016;812
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2015;1.049
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2014;2.347
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2013;2.770
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2012;3.515
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2011;3.224
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2010;3.768
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2009;4.559
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2008;5.222
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda nueva;2007;4.767
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Vivienda usada;2021;8.614
